BGGId,Rating,Username
1402,6.0,chaoszwerg
1402,6.0,falcon66
1402,6.0,Eridia84
1402,6.0,Rassilon
1402,6.0,Dilliard
1402,6.0,kathuna
1402,5.7,Walt Mulder
1402,5.5,harry86
1402,5.5,TKundNobody
1402,5.0,Stefan Brück
1402,5.0,Stretchy
1402,5.0,jueja
1402,5.0,fbranham
1402,5.0,helyanamanso
1402,5.0,Lexi
1402,5.0,ludosophicus
1402,5.0,Shelak
1402,5.0,snoozefest
1402,5.0,brianeikunst
1402,5.0,sisteray
1402,5.0,plysbjorn
1402,5.0,MangledDragon
1402,5.0,geo1830
1402,5.0,Jedge
1402,5.0,Infernarl
1402,5.0,PzVIE
1402,5.0,Jojo 96
1402,5.0,wkover
1402,5.0,gruenspan47
1402,5.0,VolkoV
1402,5.0,Jossle
1402,5.0,pincs
1402,5.0,Fatalerror1972
1402,4.5,buergerberatung
1402,4.0,montsegur
1402,4.0,Maja Dorn
1402,4.0,waddball
1402,4.0,robbirob
1402,4.0,JeffClaussen
1402,4.0,_Kael_
1402,4.0,norman.bates
1402,4.0,oberjt
1402,4.0,larryjrice
1402,4.0,TorbenVang
1402,4.0,jw42
1402,4.0,Rana_Arenque
1402,4.0,Govin
1402,4.0,Yxtar
1402,3.5,Kyoren
1402,3.0,Norbert Chan
1402,3.0,sekke
1402,3.0,pac 
1402,3.0,Landralon
1402,3.0,tgodel
1402,3.0,Arkeo
1402,3.0,Fifus
1402,1.0,jazzphunk
193295,4.0,Crunk004
193295,4.0,mgurleygirl
193295,4.0,FermiTin
193295,4.0,bradraz
193295,4.0,derekca
193295,4.0,benburris85
193295,4.0,andrewfederspiel
193295,4.0,punknil
193295,4.0,wardrich
193295,4.0,tyleror
193295,4.0,Munch857
193295,4.0,Menatine
193295,4.0,woodyfever
193295,4.0,ElWhitcombe
193295,4.0,K2ndy
193295,4.0,vilun
193295,4.0,JuanB25
193295,4.0,rakion2141
193295,4.0,Intervia
193295,4.0,Fraser_202_
193295,4.0,IdleMerc
193295,4.0,altarcade
193295,4.0,wrvw
193295,4.0,Dumbwater
193295,4.0,Dorkypanda
193295,4.0,arisep
193295,4.0,Faimaim
193295,4.0,jazzyserrano
193295,4.0,qmaclean
193295,4.0,jgoyes
193295,4.0,UmbrellaCakes
193295,4.0,Chrnewl
193295,4.0,Angelcollector
193295,4.0,ElZwieblo
193295,4.0,nevada_1111
193295,3.7,irparooz
193295,3.5,Ibetno1tookthis
193295,3.0,SgtSpike87
193295,3.0,Pannerz
193295,3.0,Nickolaix
193295,3.0,GabChiasse
193295,3.0,slamtime
193295,3.0,Dolphin_Slayer
193295,3.0,CullenNotColon
193295,3.0,mtref
193295,3.0,IronOxide42
193295,3.0,epmikida
193295,3.0,Sorrellbo
193295,3.0,wizkid27
193295,3.0,danhund
193295,3.0,ABarlage
193295,3.0,JORDUH
193295,3.0,Matteo_Poile
193295,3.0,Close2human
193295,3.0,dtrasatti
193295,3.0,Meh01
193295,3.0,KingsElite
193295,3.0,Azron_the_Old
193295,2.9,Omnihegemonist
193295,2.0,Tarotic
193295,2.0,zestynoodle
193295,2.0,thed0n100
193295,2.0,cosmolsmith
193295,2.0,xFANKx
193295,2.0,rnnoble
193295,2.0,Jroc2
193295,2.0,JasonSaastad
193295,2.0,oivcfhj09
193295,2.0,Janasik
193295,2.0,Poor Yorick
193295,2.0,addmueller
193295,2.0,theonlympo
193295,2.0,Ol Sleepy
193295,2.0,Althevia
193295,2.0,Basic_AF_Unicorn
193295,1.0,AlasDemigod
193295,1.0,Masterdo
193295,1.0,steelchampion
193295,1.0,t_js100
193295,1.0,Ayanna
193295,1.0,msubjenkins
193295,1.0,hatemachine
193295,1.0,polymathmatic
193295,1.0,winsmithgames
193295,1.0,ohnoitsnathan
193295,1.0,Jpm72
193295,1.0,fleised
193295,1.0,pinxterenm
193295,1.0,Surya
193295,1.0,tykov
193295,1.0,mkolakow
193295,1.0,Azlaa
193295,1.0,OGRussHood
193295,1.0,Hammerheart82
193295,1.0,loutre_on_fire
214224,5.0,Figilano
214224,5.0,Dartheyezak
214224,5.0,shipounini
214224,5.0,Pvani5785
214224,5.0,BethRobinson
214224,5.0,Gemelli23
214224,5.0,stev4uth
214224,5.0,Blue Hatter
214224,5.0,stile001
214224,5.0,tmebert
214224,5.0,Coralouwho
214224,5.0,yambab
214224,5.0,Benjamin1109
214224,5.0,jjhcfl2010
214224,5.0,Darthfit69
214224,5.0,Pa_Scha
214224,4.8,naarnold
214224,4.3,sox819
214224,4.0,jeffjohnson9046
214224,4.0,Gravy Train
214224,4.0,josephmpeters
214224,4.0,dermaestro
214224,4.0,DarVegas
214224,4.0,PlatypusGaming
214224,4.0,garretp2
214224,4.0,rovertnosnibor
214224,4.0,Zetagi
214224,4.0,tommybarks
214224,4.0,rweberund
214224,4.0,Garth M
214224,4.0,Avalyon
214224,4.0,bluefunoodle311
214224,4.0,Ruesailmana
214224,4.0,anthonyandfriends
214224,3.0,jgoyes
214224,3.0,tfk359
214224,3.0,raphael76
214224,3.0,volkan
214224,3.0,ClosNotCarlos
214224,3.0,MisterJeeves
214224,3.0,dcoffer
214224,3.0,cls11220
214224,3.0,jdsearcy03
214224,3.0,TomVasel
214224,3.0,Silkjeep
214224,3.0,Mark Ogilvie
214224,3.0,GoldenPelican
214224,3.0,Pokey_99
214224,2.5,mousemk
214224,2.0,dkingnu
214224,2.0,dmzarama
214224,2.0,YavannaKementari
214224,2.0,pure0evile
214224,2.0,Sujorrific
214224,2.0,spcsamri
214224,2.0,stiltr01
214224,2.0,tobywan
214224,2.0,caitano
214224,2.0,himokl
214224,1.0,MikeRisley
214224,1.0,lowej004
214224,1.0,valenswift
214224,1.0,Incredulocious
214224,1.0,Parodious
214224,1.0,OGRussHood
214224,1.0,DasSchmiddi
126404,6.0,Sarkoth
126404,6.0,JeffyJeff
126404,6.0,Bubbagump12
126404,6.0,jmduran
126404,6.0,Iggywrestler2
126404,6.0,DLong333
126404,5.56,pghmedia
126404,5.5,Squeezel
126404,5.5,Azrael85
126404,5.5,svalladolid
126404,5.5,folkin
126404,5.0,Mikee
126404,5.0,Crusherbee
126404,5.0,weezeral
126404,5.0,khind
126404,5.0,mkozlows
126404,5.0,ahalm
126404,5.0,geki
126404,5.0,rseater
126404,5.0,Gameosity
126404,5.0,blets
126404,5.0,TexasTabletop
126404,5.0,natachen
126404,5.0,Mrsparkle817
126404,5.0,moses88
126404,5.0,labrhat22
126404,5.0,wayne79687968
126404,5.0,wamphx
126404,4.92,pghmedia
126404,4.67,pghmedia
126404,4.0,jeffhos
126404,4.0,MirrorsNight
126404,4.0,aksosa
126404,4.0,Sir Melancholie
126404,3.0,Innsmouth_Look
126404,3.0,Be4tngU
126404,2.0,opks22
126404,2.0,Baldrick_713
126404,2.0,johnnypalumbo
126404,2.0,neser
126404,2.0,LyndonM
126404,1.0,MeepleXP
126404,1.0,hawktro
126404,1.0,lubo2308
214125,7.0,DiasExMachina
214125,7.0,Illusia
214125,7.0,AwkwardCowboy
214125,7.0,Fredoux
214125,6.8,elwayfan2k
214125,6.8,AnttiT
214125,6.75,marioymia
214125,6.5,iotaomicron
214125,6.5,Sanduskin
214125,6.5,djali2015
214125,6.5,jameystegmaier
214125,6.5,oldgoat3769967
214125,6.0,GeorgeOP
214125,6.0,dudeguything
214125,6.0,LeRefuseur
214125,6.0,jakkaof86
214125,6.0,Zenithsplendor
214125,6.0,refusetoshine
214125,6.0,Nightmare
214125,6.0,Posco
214125,6.0,gedson
214125,6.0,jillch
214125,6.0,Mcdull76
214125,6.0,HerBritishNibs
214125,6.0,alkaline2k2
214125,6.0,Dopeski
214125,6.0,FilmWise
214125,6.0,TomVasel
214125,6.0,alek2
214125,6.0,Clwe
214125,6.0,SgtSagara1001
214125,6.0,kidcham
214125,6.0,jasmin8r
214125,6.0,Omnievul
214125,6.0,MrBadReaction
214125,6.0,noom777
214125,6.0,Matthias4
214125,6.0,mcpranno
214125,6.0,KapiQueen
214125,6.0,Dagonium
214125,6.0,chammons97
214125,6.0,Dicetosserwebbs
214125,6.0,case082
214125,6.0,Marnak
214125,6.0,Jufro123
214125,6.0,Zubbie
214125,6.0,raitoning
214125,5.75,zb1035
214125,5.7,TheCityofKings
214125,5.5,Hessu68
214125,5.5,Kuula
214125,5.5,simhenk
214125,5.04,Phish880
214125,5.0,mcosta1973
214125,5.0,akaisamurai001
214125,5.0,iadena
214125,5.0,Whisperhand
214125,5.0,RAVENBURG
214125,5.0,Rowdy99
214125,5.0,Simcsa
214125,5.0,Sprayoncrayon
214125,5.0,Missu
214125,5.0,jayellexo
214125,5.0,mslayman
214125,5.0,big stone
214125,5.0,shuibaibai
214125,5.0,valas
214125,5.0,JoeAubrey
214125,4.7,Geeken
214125,4.0,Apocryphile
214125,4.0,BraveNewBoardgames
214125,4.0,JasonSaastad
214125,4.0,Absolomon
214125,4.0,assad
214125,2.0,tlarraya
214125,1.0,hawktro
214123,6.0,Pozman
214123,6.0,munihack75
214123,6.0,Mobby
214123,6.0,glax
214123,6.0,eieiowen
214123,6.0,waltermac
214123,6.0,Denist
214123,6.0,jbudovec
214123,6.0,LeRefuseur
214123,6.0,Shampoo4you
214123,6.0,BigBoss61
214123,6.0,eluvitar
214123,6.0,Nightfalcon01
214123,6.0,eddy_sterckx
214123,6.0,tom_tom
214123,6.0,mi_de
214123,6.0,Misda
214123,6.0,kieferFIN
214123,6.0,cjfhtagn
214123,6.0,angesplayer
214123,6.0,TomVasel
214123,6.0,vchantw
214123,6.0,SquirrelandRhino
214123,6.0,Caralvepe
214123,6.0,magicboardgames
214123,6.0,ketzer0815
214123,6.0,Apple Paul
214123,6.0,Freikonier
214123,6.0,damonstea
214123,6.0,SoundMerc
214123,6.0,kukiz
214123,6.0,meat_key_meat
214123,6.0,sdsteve71
214123,6.0,jade_alarm
214123,6.0,judahlion
214123,6.0,SayethWe
214123,6.0,Nvasilva
214123,5.8,crazyclark
214123,5.5,psznicx
214123,5.5,djali2015
214123,5.5,GSReis
214123,5.23889,Astralwing
214123,5.0,Sonny Blount
214123,5.0,josefsallen
214123,5.0,frogmind
214123,5.0,akapastorguy
214123,5.0,henryk
214123,5.0,qzhdad
214123,5.0,cyril720
214123,5.0,Tischel181
214123,5.0,conan7631
214123,5.0,alexalexalex09
214123,5.0,zastrygon
214123,5.0,jmangus
214123,5.0,coinflipgames
214123,5.0,mahwee
214123,5.0,jatang
214123,5.0,staszek
214123,5.0,Tapanote
214123,5.0,KAWolf
214123,5.0,JREwing47
214123,5.0,oldgoat3769967
214123,4.9,lvernst
214123,4.5,rejolope
214123,4.0,familywontplay
214123,4.0,ArtEmiSa64
214123,4.0,evilschnuck
214123,4.0,cyrusthegreat
214123,4.0,Mayasty
214123,4.0,tpcordeiro
214123,3.0,DeviantMagick
214123,3.0,hackenbu
214123,3.0,Geeken
214123,3.0,Smwilkin
214123,2.5,Patesco
214123,2.0,mattandJulie
214123,1.0,Eeule
126340,5.0,edlovell
126340,5.0,fiki
126340,5.0,Quixote171
126340,5.0,TaijiJohn
126340,5.0,faldor
126340,5.0,Alleyooper
126340,5.0,dredful
126340,5.0,heddajenn
126340,5.0,Risk
126340,5.0,OrionX
126340,5.0,ropearoni4
126340,5.0,PBrennan
126340,5.0,Karadin42
126340,5.0,jaxjason
126340,4.0,sjhallinan
126340,4.0,theintangiblefatman
126340,4.0,kvarak
126340,4.0,Straight To Hell
126340,4.0,piemaster42
126340,4.0,DapperCat
126340,3.0,Icedpyre
126340,3.0,Molokov
126340,3.0,Geeken
126340,3.0,KRWoods1
126340,3.0,Be4tngU
193301,4.0,sohszehan
193301,4.0,Kevin Youells
193301,4.0,Dulgin
193301,4.0,Kent
193301,4.0,secondson2mills
193301,4.0,redoctobir
193301,4.0,BigDaddio
193301,3.5,DeviantMagick
193301,3.0,joakim589
193301,3.0,spieleschaechtele
193301,3.0,survivorfan
193301,3.0,EvilNinjaZombie
193301,3.0,mattandJulie
193301,2.0,Edenhope1
209511,8.0,quakerman
209511,8.0,Haeretiker
